time,gFx,gFy,gFz,gFTotal,label
63.28293324,0.044,-0.161,-0.952,0.967,scooter
63.30068922,0.08,-0.197,-0.924,0.948,scooter
63.30078602,0.08,-0.197,-0.924,0.948,scooter
63.30821204,0.107,-0.255,-0.953,0.992,scooter
63.31724596,0.139,-0.326,-1.009,1.069,scooter
63.33509016,0.139,-0.329,-1.047,1.106,scooter
63.34178615,0.139,-0.329,-1.047,1.106,scooter
63.35146403,0.097,-0.253,-1.008,1.044,scooter
63.36748004,0.047,-0.113,-1.02,1.027,scooter
63.36758423,0.047,-0.113,-1.02,1.027,scooter
63.37501717,0.034,-0.116,-0.965,0.973,scooter
63.38465595,0.012,-0.127,-0.889,0.898,scooter
63.39520025,-0.004,-0.125,-0.813,0.823,scooter
63.40450096,-0.001,-0.128,-0.732,0.743,scooter
63.421731,-0.004,-0.135,-0.648,0.662,scooter
63.42444897,0.008,-0.125,-0.61,0.623,scooter
63.43406296,0.026,-0.125,-0.667,0.679,scooter
63.44430614,0.05,-0.128,-0.776,0.788,scooter
63.45432997,0.087,-0.118,-0.875,0.887,scooter
63.46414709,0.1,-0.138,-0.976,0.991,scooter
63.47446108,0.11,-0.153,-1.062,1.079,scooter
63.48453712,0.1,-0.178,-1.126,1.144,scooter
63.49429703,0.067,-0.219,-1.194,1.216,scooter
63.50448895,0.031,-0.256,-1.259,1.285,scooter
63.5250802,-0.03,-0.333,-1.26,1.304,scooter
63.52547908,-0.03,-0.333,-1.26,1.304,scooter
63.5342381,0.01,-0.331,-1.208,1.253,scooter
63.54425716,0.05,-0.234,-1.188,1.212,scooter
63.55433702,0.062,-0.139,-1.165,1.175,scooter
63.56417704,0.066,-0.105,-1.08,1.087,scooter
63.57432222,0.052,-0.112,-0.944,0.952,scooter
63.58462715,0.007,-0.154,-0.817,0.831,scooter
63.59488606,-0.038,-0.22,-0.743,0.776,scooter
63.60501409,-0.054,-0.268,-0.759,0.807,scooter
63.63449097,-0.065,-0.385,-1.166,1.23,scooter
63.63465405,-0.065,-0.385,-1.166,1.23,scooter
63.6350441,-0.065,-0.385,-1.166,1.23,scooter
63.64442396,-0.032,-0.273,-1.224,1.254,scooter
63.65459824,-0.026,-0.205,-1.239,1.256,scooter
63.66524911,-0.029,-0.187,-1.19,1.205,scooter
63.67530298,-0.026,-0.203,-1.095,1.114,scooter
63.68545294,-0.026,-0.226,-0.982,1.008,scooter
63.69521523,-0.039,-0.271,-0.886,0.927,scooter
63.70548606,-0.059,-0.31,-0.833,0.891,scooter
63.73452616,-0.15,-0.312,-0.921,0.984,scooter
63.73475695,-0.15,-0.312,-0.921,0.984,scooter
63.73520708,-0.15,-0.312,-0.921,0.984,scooter
63.74408293,-0.112,-0.192,-0.982,1.007,scooter
63.75486898,-0.088,-0.111,-1.012,1.022,scooter
63.76484919,-0.12,-0.094,-1.008,1.019,scooter
63.77480006,-0.134,-0.086,-0.967,0.98,scooter
63.78490496,-0.151,-0.122,-0.921,0.941,scooter
63.79490209,-0.156,-0.2,-0.892,0.927,scooter
63.80503511,-0.147,-0.265,-0.896,0.946,scooter
63.81903219,-0.142,-0.31,-0.949,1.008,scooter
63.84072614,-0.13,-0.312,-1.029,1.083,scooter
63.8412652,-0.13,-0.312,-1.029,1.083,scooter
63.8441081,-0.099,-0.239,-1.023,1.055,scooter
63.85412407,-0.084,-0.18,-1.013,1.032,scooter
63.86462712,-0.091,-0.156,-0.982,0.998,scooter
63.8745091,-0.099,-0.137,-0.912,0.928,scooter
63.8846941,-0.118,-0.136,-0.823,0.842,scooter
63.89460611,-0.138,-0.137,-0.736,0.761,scooter
63.90501499,-0.17,-0.196,-0.707,0.753,scooter
63.93851113,-0.071,-0.428,-1.043,1.13,scooter
63.93876505,-0.071,-0.428,-1.043,1.13,scooter
63.93898916,-0.071,-0.428,-1.043,1.13,scooter
63.94430208,-0.038,-0.369,-1.133,1.192,scooter
63.9546411,-0.05,-0.239,-1.113,1.139,scooter
63.96481204,-0.056,-0.178,-1.114,1.13,scooter
63.97459221,-0.055,-0.172,-1.08,1.095,scooter
63.98457909,-0.063,-0.185,-0.987,1.006,scooter
63.99483204,-0.097,-0.205,-0.9,0.928,scooter
64.00498199,-0.13,-0.237,-0.872,0.913,scooter
64.04000807,-0.108,-0.222,-0.964,0.995,scooter
64.04026222,-0.108,-0.222,-0.964,0.995,scooter
64.0404911,-0.108,-0.222,-0.964,0.995,scooter
64.0439291,-0.101,-0.188,-0.964,0.987,scooter
64.05409002,-0.101,-0.15,-0.955,0.972,scooter
64.06463408,-0.107,-0.135,-0.945,0.961,scooter
64.07445812,-0.11,-0.137,-0.931,0.947,scooter
64.08438396,-0.11,-0.13,-0.902,0.918,scooter
64.09471893,-0.132,-0.159,-0.894,0.918,scooter
64.10486913,-0.145,-0.198,-0.934,0.966,scooter
64.13923812,-0.206,-0.303,-1.245,1.298,scooter
64.13953805,-0.206,-0.303,-1.245,1.298,scooter
64.13981295,-0.206,-0.303,-1.245,1.298,scooter
64.14381003,-0.196,-0.265,-1.282,1.324,scooter
64.15443707,-0.17,-0.273,-1.207,1.249,scooter
64.1644721,-0.148,-0.283,-1.132,1.176,scooter
64.17432499,-0.109,-0.284,-1.12,1.161,scooter
64.18453503,-0.072,-0.228,-1.03,1.057,scooter
64.19477105,-0.055,-0.183,-0.943,0.962,scooter
64.20518303,-0.064,-0.167,-0.879,0.897,scooter
64.2383101,-0.16,-0.253,-0.804,0.858,scooter
64.23854923,-0.16,-0.253,-0.804,0.858,scooter
64.23877192,-0.16,-0.253,-0.804,0.858,scooter
64.24370313,-0.184,-0.222,-0.868,0.915,scooter
64.25431013,-0.173,-0.163,-0.97,0.999,scooter
64.26459217,-0.174,-0.123,-1.046,1.067,scooter
64.27445316,-0.179,-0.109,-1.049,1.07,scooter
64.28441095,-0.177,-0.136,-1.023,1.047,scooter
64.29473805,-0.169,-0.176,-1.012,1.041,scooter
64.30450606,-0.158,-0.199,-1.009,1.041,scooter
64.33891511,-0.135,-0.146,-0.972,0.992,scooter
64.33916712,-0.135,-0.146,-0.972,0.992,scooter
64.33938813,-0.135,-0.146,-0.972,0.992,scooter
64.34362793,-0.14,-0.139,-0.944,0.964,scooter
64.35412908,-0.148,-0.15,-0.913,0.937,scooter
64.36455011,-0.161,-0.165,-0.903,0.932,scooter
64.37429404,-0.163,-0.156,-0.909,0.937,scooter
64.38433814,-0.163,-0.127,-0.923,0.946,scooter
64.39443302,-0.161,-0.102,-0.927,0.946,scooter
64.40464711,-0.155,-0.101,-0.914,0.933,scooter
64.44035625,-0.203,-0.218,-0.986,1.03,scooter
64.44064426,-0.203,-0.218,-0.986,1.03,scooter
64.44090319,-0.203,-0.218,-0.986,1.03,scooter
64.44356823,-0.227,-0.252,-1.075,1.127,scooter
64.45418906,-0.236,-0.274,-1.156,1.211,scooter
64.46454096,-0.235,-0.307,-1.21,1.27,scooter
64.47425413,-0.227,-0.329,-1.227,1.29,scooter
64.48432398,-0.179,-0.318,-1.191,1.246,scooter
64.49454594,-0.118,-0.32,-1.158,1.207,scooter
64.50443316,-0.092,-0.342,-1.16,1.213,scooter
64.53818893,-0.098,-0.43,-1.074,1.161,scooter
64.53856516,-0.098,-0.43,-1.074,1.161,scooter
64.53879595,-0.098,-0.43,-1.074,1.161,scooter
64.5434742,-0.127,-0.431,-1.033,1.126,scooter
64.55410719,-0.159,-0.428,-1.019,1.117,scooter
64.56418014,-0.182,-0.417,-1.017,1.114,scooter
64.57417512,-0.205,-0.407,-1.016,1.114,scooter
64.58418226,-0.218,-0.374,-1.014,1.103,scooter
64.59450912,-0.216,-0.317,-1.002,1.073,scooter
64.60446024,-0.221,-0.286,-0.999,1.062,scooter
64.63918495,-0.206,-0.451,-1.046,1.158,scooter
64.63948512,-0.206,-0.451,-1.046,1.158,scooter
64.639884,-0.206,-0.451,-1.046,1.158,scooter
64.64335394,-0.153,-0.459,-1.046,1.152,scooter
64.654037,-0.118,-0.405,-1.015,1.099,scooter
64.66412592,-0.117,-0.339,-0.965,1.029,scooter
64.67403793,-0.133,-0.293,-0.896,0.952,scooter
64.6840961,-0.122,-0.261,-0.786,0.837,scooter
64.69458199,-0.119,-0.239,-0.662,0.714,scooter
64.70442104,-0.174,-0.227,-0.533,0.605,scooter
64.74038601,-0.286,-0.223,-0.461,0.587,scooter
64.74067211,-0.286,-0.223,-0.461,0.587,scooter
64.74093413,-0.286,-0.223,-0.461,0.587,scooter
64.74335313,-0.271,-0.198,-0.579,0.669,scooter
64.75391912,-0.165,-0.096,-0.664,0.691,scooter
64.76388597,-0.128,-0.049,-0.78,0.792,scooter
64.77412891,-0.121,-0.027,-0.885,0.894,scooter
64.78419209,-0.105,-0.013,-0.948,0.954,scooter
64.79436016,-0.099,-0.029,-0.97,0.975,scooter
64.80428696,-0.087,-0.048,-0.946,0.951,scooter
64.81956506,-0.079,-0.068,-0.875,0.881,scooter
64.84023619,-0.109,-0.092,-0.71,0.724,scooter
64.84073925,-0.109,-0.092,-0.71,0.724,scooter
64.84328604,-0.123,-0.104,-0.659,0.678,scooter
64.85358715,-0.135,-0.159,-0.653,0.686,scooter
64.86407304,-0.168,-0.262,-0.69,0.757,scooter
64.8741641,-0.213,-0.345,-0.766,0.867,scooter
64.88393593,-0.251,-0.423,-0.92,1.043,scooter
64.89427114,-0.269,-0.548,-1.182,1.33,scooter
64.90424013,-0.207,-0.606,-1.546,1.673,scooter
64.93821406,-0.131,-0.502,-2.105,2.168,scooter
64.93871713,-0.131,-0.502,-2.105,2.168,scooter
64.93918896,-0.131,-0.502,-2.105,2.168,scooter
64.94351816,-0.129,-0.544,-2.044,2.119,scooter
64.95387316,-0.081,-0.448,-1.752,1.81,scooter
64.96430206,-0.081,-0.304,-1.395,1.43,scooter
64.97412109,-0.145,-0.263,-1.114,1.154,scooter
64.9843781,-0.189,-0.252,-0.89,0.944,scooter
64.99418306,-0.236,-0.236,-0.707,0.782,scooter
65.00419712,-0.311,-0.214,-0.57,0.684,scooter
65.0396471,-0.385,-0.202,-0.579,0.724,scooter
65.04014397,-0.385,-0.202,-0.579,0.724,scooter
65.04061317,-0.385,-0.202,-0.579,0.724,scooter
65.04311514,-0.36,-0.186,-0.653,0.769,scooter
65.05400014,-0.297,-0.121,-0.727,0.795,scooter
65.06438017,-0.255,-0.102,-0.813,0.858,scooter
65.0738802,-0.214,-0.143,-0.864,0.902,scooter
65.08398819,-0.175,-0.222,-0.899,0.942,scooter
65.09374905,-0.145,-0.272,-0.942,0.991,scooter
65.1041522,-0.104,-0.272,-0.981,1.023,scooter
65.13772202,-0.012,-0.396,-1.126,1.194,scooter
65.13824797,-0.012,-0.396,-1.126,1.194,scooter
65.13871813,-0.012,-0.396,-1.126,1.194,scooter
65.14294624,-0.012,-0.349,-1.096,1.15,scooter
65.15377712,-0.056,-0.281,-1.053,1.091,scooter
65.16398621,-0.096,-0.253,-0.979,1.016,scooter
65.17379618,-0.119,-0.277,-0.892,0.942,scooter
65.18414116,-0.126,-0.273,-0.815,0.869,scooter
65.19408798,-0.142,-0.222,-0.728,0.774,scooter
65.20414495,-0.165,-0.18,-0.668,0.711,scooter
65.24182606,-0.201,-0.359,-0.668,0.785,scooter
65.24209714,-0.201,-0.359,-0.668,0.785,scooter
65.24306607,-0.216,-0.43,-0.725,0.87,scooter
65.24430895,-0.216,-0.43,-0.725,0.87,scooter
65.25326204,-0.222,-0.453,-0.796,0.942,scooter
65.26349807,-0.182,-0.406,-0.899,1.003,scooter
65.27391815,-0.153,-0.372,-1.023,1.099,scooter
65.28419924,-0.14,-0.37,-1.098,1.167,scooter
65.29416013,-0.121,-0.354,-1.135,1.195,scooter
65.30468225,-0.089,-0.262,-1.107,1.141,scooter
65.33788514,-0.163,-0.118,-0.849,0.873,scooter
65.33812714,-0.163,-0.118,-0.849,0.873,scooter
65.33852005,-0.163,-0.118,-0.849,0.873,scooter
65.34267712,-0.19,-0.179,-0.782,0.824,scooter
65.35343695,-0.209,-0.253,-0.739,0.809,scooter
65.36326408,-0.247,-0.338,-0.761,0.869,scooter
65.37344503,-0.269,-0.398,-0.858,0.983,scooter
65.38365126,-0.236,-0.393,-0.969,1.072,scooter
65.39799809,-0.206,-0.377,-1.097,1.178,scooter
65.40844297,-0.17,-0.348,-1.238,1.297,scooter
65.42940092,-0.079,-0.197,-1.342,1.359,scooter
65.42968607,-0.079,-0.197,-1.342,1.359,scooter
65.43387413,-0.084,-0.17,-1.26,1.274,scooter
65.44314194,-0.091,-0.152,-1.127,1.141,scooter
65.45350909,-0.086,-0.138,-0.995,1.008,scooter
65.46597409,-0.095,-0.157,-0.88,0.899,scooter
65.47360325,-0.112,-0.202,-0.779,0.813,scooter
65.48365307,-0.127,-0.251,-0.71,0.764,scooter
65.49338412,-0.144,-0.328,-0.697,0.784,scooter
65.50352526,-0.16,-0.411,-0.721,0.845,scooter
65.53039122,-0.158,-0.496,-0.927,1.063,scooter
65.53072405,-0.158,-0.496,-0.927,1.063,scooter
65.53399801,-0.139,-0.476,-1.108,1.214,scooter
65.54313993,-0.096,-0.398,-1.321,1.383,scooter
65.55339909,-0.057,-0.305,-1.437,1.47,scooter
65.56321716,-0.086,-0.249,-1.357,1.382,scooter
65.57292008,-0.175,-0.239,-1.222,1.257,scooter
65.58312798,-0.174,-0.268,-1.13,1.174,scooter
65.59278202,-0.149,-0.311,-1.034,1.09,scooter
65.60273695,-0.139,-0.34,-0.967,1.034,scooter
65.63792324,-0.117,-0.334,-0.847,0.918,scooter
65.63829899,-0.117,-0.334,-0.847,0.918,scooter
65.63885713,-0.117,-0.334,-0.847,0.918,scooter
65.64283895,-0.117,-0.335,-0.834,0.906,scooter
65.65349627,-0.111,-0.326,-0.818,0.888,scooter
65.66375113,-0.107,-0.311,-0.798,0.863,scooter
65.67373204,-0.109,-0.304,-0.793,0.856,scooter
65.68345404,-0.114,-0.285,-0.806,0.862,scooter
65.69323707,-0.115,-0.259,-0.821,0.869,scooter
65.70412016,-0.112,-0.268,-0.833,0.882,scooter
65.74114704,-0.127,-0.421,-0.958,1.054,scooter
65.74150801,-0.127,-0.421,-0.958,1.054,scooter
65.74208713,-0.107,-0.432,-1.031,1.123,scooter
65.74430895,-0.107,-0.432,-1.031,1.123,scooter
65.75330591,-0.094,-0.386,-1.099,1.169,scooter
65.76288319,-0.119,-0.312,-1.137,1.185,scooter
65.77346992,-0.147,-0.259,-1.118,1.157,scooter
65.78357124,-0.165,-0.281,-1.102,1.149,scooter
65.79367495,-0.179,-0.338,-1.072,1.138,scooter
65.80411816,-0.177,-0.378,-1.043,1.123,scooter
65.83802319,-0.171,-0.36,-1.03,1.104,scooter
65.83827615,-0.171,-0.36,-1.03,1.104,scooter
65.83874798,-0.171,-0.36,-1.03,1.104,scooter
65.84256506,-0.176,-0.358,-1.025,1.1,scooter
65.85328412,-0.178,-0.382,-0.995,1.081,scooter
65.86323023,-0.173,-0.421,-0.958,1.061,scooter
65.87304401,-0.155,-0.449,-0.931,1.045,scooter
65.88299108,-0.132,-0.444,-0.914,1.025,scooter
65.89273214,-0.12,-0.408,-0.885,0.982,scooter
65.90280509,-0.128,-0.364,-0.846,0.93,scooter
65.93139315,-0.153,-0.298,-0.761,0.831,scooter
65.93191195,-0.153,-0.298,-0.761,0.831,scooter
65.93415809,-0.178,-0.279,-0.733,0.804,scooter
65.9426291,-0.193,-0.268,-0.726,0.798,scooter
65.95329618,-0.19,-0.243,-0.735,0.797,scooter
65.96283293,-0.185,-0.221,-0.759,0.812,scooter
65.97318912,-0.187,-0.209,-0.796,0.844,scooter
65.98297691,-0.196,-0.214,-0.839,0.888,scooter
65.99325418,-0.205,-0.251,-0.903,0.959,scooter
66.00373411,-0.194,-0.303,-0.993,1.056,scooter
66.01950598,-0.178,-0.355,-1.084,1.154,scooter
66.04280615,-0.154,-0.359,-1.358,1.413,scooter
66.04328203,-0.154,-0.359,-1.358,1.413,scooter
66.04483318,-0.154,-0.359,-1.358,1.413,scooter
66.05316305,-0.174,-0.321,-1.351,1.399,scooter
66.06286812,-0.19,-0.262,-1.229,1.271,scooter
66.07303214,-0.193,-0.233,-1.116,1.156,scooter
66.0831871,-0.197,-0.198,-1.008,1.046,scooter
66.0933311,-0.203,-0.179,-0.906,0.946,scooter
66.10345793,-0.218,-0.189,-0.823,0.872,scooter
66.13708401,-0.236,-0.31,-0.694,0.796,scooter
66.13753414,-0.236,-0.31,-0.694,0.796,scooter
66.137784,-0.236,-0.31,-0.694,0.796,scooter
66.14253902,-0.219,-0.335,-0.705,0.811,scooter
66.15291119,-0.198,-0.346,-0.747,0.847,scooter
66.162817,-0.18,-0.339,-0.812,0.898,scooter
66.17293119,-0.169,-0.32,-0.883,0.954,scooter
66.18342018,-0.164,-0.298,-0.98,1.037,scooter
66.1931572,-0.165,-0.265,-1.077,1.121,scooter
66.20320606,-0.17,-0.234,-1.133,1.169,scooter
66.23864126,-0.223,-0.18,-0.955,0.997,scooter
66.23915195,-0.223,-0.18,-0.955,0.997,scooter
66.23937416,-0.223,-0.18,-0.955,0.997,scooter
66.24225616,-0.21,-0.175,-0.947,0.986,scooter
66.25265312,-0.197,-0.184,-0.942,0.98,scooter
66.26265192,-0.199,-0.208,-0.946,0.989,scooter
66.27290106,-0.203,-0.251,-0.956,1.009,scooter
66.28309393,-0.205,-0.31,-0.993,1.06,scooter
66.29342413,-0.2,-0.36,-1.039,1.118,scooter
66.30315804,-0.191,-0.373,-1.075,1.154,scooter
66.31767106,-0.203,-0.352,-1.085,1.159,scooter
66.33952403,-0.225,-0.304,-1.064,1.129,scooter
66.33979321,-0.225,-0.304,-1.064,1.129,scooter
66.34211493,-0.212,-0.305,-1.011,1.077,scooter
66.35249805,-0.19,-0.322,-0.967,1.037,scooter
66.362638,-0.167,-0.32,-0.934,1.001,scooter
66.37284422,-0.169,-0.302,-0.933,0.995,scooter
66.38295126,-0.179,-0.274,-0.941,0.996,scooter
66.39311504,-0.196,-0.256,-0.955,1.008,scooter
66.40323925,-0.207,-0.254,-0.982,1.035,scooter
66.43553805,-0.22,-0.327,-1.107,1.175,scooter
66.43604708,-0.22,-0.327,-1.107,1.175,scooter
66.43627119,-0.22,-0.327,-1.107,1.175,scooter
66.44204307,-0.212,-0.344,-1.142,1.211,scooter
66.4521122,-0.206,-0.337,-1.146,1.212,scooter
66.46261907,-0.2,-0.328,-1.115,1.179,scooter
66.47268295,-0.198,-0.309,-1.055,1.117,scooter
66.48291492,-0.193,-0.294,-0.985,1.046,scooter
66.49272609,-0.172,-0.279,-0.915,0.972,scooter
66.50276709,-0.152,-0.279,-0.856,0.913,scooter
66.51726818,-0.144,-0.265,-0.815,0.869,scooter
66.53844714,-0.161,-0.241,-0.797,0.848,scooter
66.53892803,-0.161,-0.241,-0.797,0.848,scooter
66.54190826,-0.182,-0.245,-0.825,0.88,scooter
66.55247927,-0.185,-0.244,-0.887,0.938,scooter
66.56241226,-0.178,-0.228,-0.957,1,scooter
66.57266712,-0.161,-0.195,-1.017,1.048,scooter
66.58272004,-0.144,-0.16,-1.061,1.083,scooter
66.59274411,-0.127,-0.136,-1.069,1.085,scooter
66.60285997,-0.118,-0.13,-1.033,1.048,scooter
66.63646126,-0.1,-0.305,-0.946,0.999,scooter
66.63693404,-0.1,-0.305,-0.946,0.999,scooter
66.63732409,-0.1,-0.305,-0.946,0.999,scooter
66.64183712,-0.094,-0.385,-0.967,1.045,scooter
66.65263891,-0.085,-0.47,-1.014,1.121,scooter
66.6625042,-0.074,-0.529,-1.059,1.186,scooter
66.67303514,-0.06,-0.551,-1.095,1.227,scooter
66.68270016,-0.055,-0.506,-1.094,1.207,scooter
66.69285917,-0.061,-0.416,-1.051,1.132,scooter
66.70276713,-0.073,-0.359,-0.977,1.043,scooter
66.73523903,-0.052,-0.36,-0.817,0.894,scooter
66.73575592,-0.052,-0.36,-0.817,0.894,scooter
66.7362361,-0.052,-0.36,-0.817,0.894,scooter
66.74177694,-0.06,-0.344,-0.831,0.901,scooter
66.75230122,-0.082,-0.296,-0.856,0.909,scooter
66.76222992,-0.123,-0.243,-0.89,0.931,scooter
66.77258706,-0.165,-0.197,-0.911,0.947,scooter
66.78263712,-0.183,-0.168,-0.941,0.973,scooter
66.79241323,-0.175,-0.153,-0.987,1.014,scooter
66.80282116,-0.158,-0.178,-1.038,1.065,scooter
66.83523011,-0.076,-0.268,-1.157,1.19,scooter
66.83572626,-0.076,-0.268,-1.157,1.19,scooter
66.83620119,-0.076,-0.268,-1.157,1.19,scooter
66.8416872,-0.066,-0.291,-1.19,1.227,scooter
66.85247898,-0.059,-0.3,-1.209,1.247,scooter
66.86266303,-0.06,-0.286,-1.21,1.245,scooter
66.87245226,-0.071,-0.274,-1.194,1.227,scooter
66.88290501,-0.086,-0.273,-1.171,1.205,scooter
66.89254618,-0.079,-0.249,-1.113,1.143,scooter
66.90267205,-0.075,-0.228,-1.031,1.059,scooter
66.93840909,-0.08,-0.204,-0.889,0.916,scooter
66.93870115,-0.08,-0.204,-0.889,0.916,scooter
66.93928814,-0.08,-0.204,-0.889,0.916,scooter
66.94162416,-0.083,-0.216,-0.908,0.937,scooter
66.95219207,-0.076,-0.232,-0.944,0.975,scooter
66.961936,-0.072,-0.258,-0.995,1.03,scooter
66.97236919,-0.066,-0.309,-1.077,1.122,scooter
66.98236322,-0.041,-0.339,-1.157,1.206,scooter
66.99262714,-0.009,-0.33,-1.207,1.251,scooter
67.00255823,0.003,-0.332,-1.211,1.256,scooter
67.01640797,0.006,-0.35,-1.187,1.238,scooter
67.03651524,0.025,-0.362,-1.008,1.071,scooter
67.03702307,0.025,-0.362,-1.008,1.071,scooter
67.04153109,0.005,-0.388,-0.911,0.99,scooter
67.05268407,-0.004,-0.422,-0.868,0.965,scooter
67.06188726,0.006,-0.442,-0.847,0.955,scooter
67.07218003,0.041,-0.438,-0.815,0.926,scooter
67.08214808,0.05,-0.457,-0.804,0.926,scooter
67.09282708,0.051,-0.494,-0.828,0.966,scooter
67.102355,0.057,-0.498,-0.836,0.975,scooter
67.13496804,-0.006,-0.497,-0.872,1.004,scooter
67.13523507,-0.006,-0.497,-0.872,1.004,scooter
67.13566709,-0.006,-0.497,-0.872,1.004,scooter
67.14143896,-0.024,-0.506,-0.89,1.024,scooter
67.152071,-0.047,-0.539,-0.912,1.06,scooter
67.16215801,-0.069,-0.583,-0.971,1.135,scooter
67.17220807,-0.065,-0.568,-1.048,1.194,scooter
67.18200493,-0.067,-0.49,-1.101,1.207,scooter
67.19231892,-0.085,-0.451,-1.122,1.212,scooter
67.20215416,-0.085,-0.43,-1.112,1.195,scooter
67.23561811,-0.025,-0.428,-0.909,1.005,scooter
67.2358911,-0.025,-0.428,-0.909,1.005,scooter
67.23631907,-0.025,-0.428,-0.909,1.005,scooter
67.24175119,-0.014,-0.414,-0.851,0.946,scooter
67.25191021,-0.03,-0.375,-0.778,0.864,scooter
67.26198411,-0.07,-0.33,-0.719,0.794,scooter
67.27209091,-0.092,-0.277,-0.682,0.742,scooter
67.28236723,-0.133,-0.258,-0.672,0.732,scooter
67.29255509,-0.147,-0.259,-0.663,0.727,scooter
67.30227804,-0.157,-0.323,-0.728,0.812,scooter
67.33838415,-0.002,-0.572,-1.362,1.477,scooter
67.33867693,-0.002,-0.572,-1.362,1.477,scooter
67.33925819,-0.002,-0.572,-1.362,1.477,scooter
67.34131002,0.069,-0.529,-1.568,1.656,scooter
67.35225606,0.099,-0.39,-1.574,1.625,scooter
67.36172295,0.024,-0.256,-1.292,1.317,scooter
67.37200117,0.011,-0.222,-1.115,1.137,scooter
67.38191009,0.008,-0.201,-0.981,1.001,scooter
67.39221811,-0.016,-0.186,-0.822,0.843,scooter
67.40224004,-0.065,-0.219,-0.689,0.726,scooter
67.43491006,-0.156,-0.404,-0.463,0.634,scooter
67.43517804,-0.156,-0.404,-0.463,0.634,scooter
67.43563008,-0.156,-0.404,-0.463,0.634,scooter
67.44124699,-0.174,-0.512,-0.526,0.754,scooter
67.45190907,-0.178,-0.618,-0.662,0.923,scooter
67.46157026,-0.118,-0.637,-0.834,1.056,scooter
67.47220206,-0.026,-0.568,-1.07,1.212,scooter
67.48204422,0.053,-0.469,-1.308,1.391,scooter
67.49212813,0.094,-0.375,-1.449,1.5,scooter
67.50189614,0.094,-0.308,-1.388,1.425,scooter
67.53536892,-0.012,-0.269,-0.853,0.894,scooter
67.53563905,-0.012,-0.269,-0.853,0.894,scooter
67.53607106,-0.012,-0.269,-0.853,0.894,scooter
67.54115295,-0.074,-0.274,-0.722,0.776,scooter
67.55174017,-0.133,-0.298,-0.61,0.692,scooter
67.56153297,-0.174,-0.35,-0.561,0.684,scooter
67.57197809,-0.213,-0.41,-0.559,0.725,scooter
67.58196712,-0.223,-0.458,-0.576,0.769,scooter
67.59204197,-0.203,-0.513,-0.679,0.875,scooter
67.60210013,-0.186,-0.522,-0.84,1.006,scooter
67.63572311,-0.176,-0.491,-1.366,1.462,scooter
67.63628817,-0.176,-0.491,-1.366,1.462,scooter
67.63667727,-0.176,-0.491,-1.366,1.462,scooter
67.64109707,-0.163,-0.411,-1.35,1.421,scooter
67.6517272,-0.066,-0.362,-1.23,1.284,scooter
67.66167116,-0.009,-0.341,-1.143,1.193,scooter
67.67174721,-0.035,-0.348,-1.038,1.095,scooter
67.68179226,-0.062,-0.362,-0.954,1.022,scooter
67.69201517,-0.088,-0.35,-0.866,0.938,scooter
67.70201492,-0.133,-0.372,-0.786,0.88,scooter
67.71583104,-0.196,-0.412,-0.753,0.88,scooter
67.73844004,-0.288,-0.418,-0.785,0.935,scooter
67.73867011,-0.288,-0.418,-0.785,0.935,scooter
67.74099207,-0.305,-0.43,-0.891,1.035,scooter
67.75203609,-0.29,-0.431,-0.998,1.125,scooter
67.76171494,-0.269,-0.465,-1.115,1.238,scooter
67.77181196,-0.23,-0.489,-1.189,1.306,scooter
67.78168917,-0.147,-0.501,-1.2,1.309,scooter
67.79191208,-0.085,-0.538,-1.23,1.345,scooter
67.80219007,-0.049,-0.541,-1.224,1.339,scooter
67.81640291,-0.032,-0.511,-1.15,1.259,scooter
67.83939505,-0.056,-0.427,-0.952,1.045,scooter
67.83964205,-0.056,-0.427,-0.952,1.045,scooter
67.84136724,-0.08,-0.374,-0.825,0.909,scooter
67.85276508,-0.103,-0.347,-0.726,0.811,scooter
67.86135197,-0.133,-0.334,-0.639,0.733,scooter
67.87158608,-0.167,-0.341,-0.564,0.68,scooter
67.88169622,-0.202,-0.378,-0.545,0.693,scooter
67.89194202,-0.242,-0.4,-0.588,0.751,scooter
67.90197206,-0.254,-0.397,-0.683,0.83,scooter
67.93489122,-0.17,-0.343,-0.984,1.056,scooter
67.93538404,-0.17,-0.343,-0.984,1.056,scooter
67.9356041,-0.17,-0.343,-0.984,1.056,scooter
67.94086814,-0.155,-0.357,-1.03,1.101,scooter
67.95148897,-0.132,-0.414,-1.036,1.123,scooter
67.96194124,-0.106,-0.472,-1.052,1.158,scooter
67.97160006,-0.091,-0.478,-1.034,1.143,scooter
67.98197913,-0.084,-0.47,-1.019,1.125,scooter
67.99174213,-0.077,-0.449,-0.998,1.097,scooter
68.00186706,-0.075,-0.429,-0.957,1.051,scooter
68.03864312,-0.08,-0.406,-0.96,1.045,scooter
68.03924608,-0.08,-0.406,-0.96,1.045,scooter
68.03952408,-0.08,-0.406,-0.96,1.045,scooter
68.0412991,-0.081,-0.409,-0.97,1.056,scooter
68.05132413,-0.075,-0.426,-0.97,1.062,scooter
68.06116009,-0.062,-0.458,-0.964,1.069,scooter
68.0718112,-0.042,-0.481,-0.949,1.065,scooter
68.08169508,-0.031,-0.493,-0.936,1.058,scooter
68.09173918,-0.027,-0.495,-0.931,1.055,scooter
